no|title|text|senti_value;;
163|Beli pulsa promo tcash tidak diisi dalam 2 minggu|Saya mengikuti promosi di head line blanja.com untuk promosi top up 10.000 dengan harga 1599 dengan bayar pakai tcash tanggal 5 Nov 2015 Tapi sampai saat ini 17 Nov 2015 pulsa tidak pernah sampai di top up. Padahal selama proses itu setiap minggu saya hub [private info removed] namun pertama dijanjikan sudah menghubungi penjual dan sedang dalam proses pengisian，namun jawaban kedua [private info removed] menyarankan return atau cancel buy dengan seenak mudahnya. Promo pembelian pembayaran kan menggunakan tcash setara pulsa yg dipromosikan, apalah arti return hanya dikembalikan dengan nilai 1599. Pokok permasalahan intinya, apabila tidak mampu menjual dan menyediakan promosi , jangan menampilkan hal tersebut di muka hal website. Mungkin sudah banyak yang merasakan dan tertipu program promosi blanja.com|1;;
164|Stok seller tidak update.|Seller seenaknya saja bilang stok kosong. Jelas2 stok di blanja masih sangat banyak.. not recommended..|1;;
165|Ebay tapi ga jauh bda lah ama olx.|Kalo dpt seller bagus ya brg dkrm.kalo dpt seller yang[inappropriate content removed]ya brg di cancel dgn alasan salah harga.padahal udah inbox an nanya bnr ga harganya.djawab bnr.udah tf br blg salah harga.vangke|1;;
166|Shipping price|Shipping price not fair|1;;
172|BLANJA.COM OL SHOP PALING PARAH|saya belanja di blanja.com karena tertarik dengan iming-iming harga murah. sudah 1 minggu barang gak sampe2. awalmya mereka bilang alasannya karena pesanan over load. dan dijanjikan dan dipastikan barang sampai minggu depan. sudah 2 minggu barang belum sampai juga. sampai akhirnya saya telepon ke bagian custoer srvice sampai berkali-kali baru dijawab. saya sangant KECEWA!!! pihak blanja.com pesanan barangnya HABIS. saya sangat kecewa. mereka tidak menginformasi ke pembeli. mungkin kalau saya tidak telepon, saya masih menunggu barang. saya disuruh mereka menghubungi no hp toko yang menjual pesanan saya. jadi seolah-olah mereka lepas tangan. ini pengalaman belanja online paling parahhhh!!! saya sering belanja online di lazada, buka papak.com dan tokopedia, paling lama barang dikirim 2 hari.|1;;
"173|Jangan belanja disini|""Ada promo pulsa, bayar. sudah 5 hari pulsa belum dikirim"""". Ada tombol ingakat sepertinya itu tidak berguna. Saya coba telp tidak ada yang mengangkat. Live chat tidak ada customer servicenya. Email tidak ada response. Jangan deh belanja disini.""|1";;
175|sangat tidak proffesional dan not recomended|baru hari ini menggunakan jasa blanja, memakai voucer dan membeli barang langsung dibatalkan sepihak dengan indikasi reseller / penyalah gunaan.... sangat kecewa dengan tuduhan dan pencemaran ini|1;;
183|SANGAT BURUK|Saya memesan barang di blanja.com bersamaan dengan beberapa toko online lainnya, saat semua barang dari toko online lain sudah datang, barang dari blanja.com belum juga sampai, tidak diberikan no. Tracking JNE, dab saat ingin mengakses akun untuk melihat status barang tidak bisa, ganti password juga e mail tidak bisa terverifikasi, e-mail support juga hanya dibalas dengan automatic reply, toko online terburuk dengan iming-iming harga lebih murah. Yang ingin belanja di sini mohon dipertimbangkan dengan baik, hanya karena lebih murah dan ada embel-embel mitra e-bay ternyata tidak menjamin pelayanan yang baik fan terpercaya|1;;
184|situs online terburuk di Indonesia|Tidak ada control dari pihak admin situs ke para sellernya apakah di kirim atau tidak, transfer pembelian sdh terpotong, parahnya lagi tdk ada customer service yg bs dihubungi walaupun hari kerja, nomernya pun tdk diinfokan di website. Luarbiasa buruk|1;;
185|Online shop terkampret di dunia...|Promo harbonas beli memory card gak respon2 oleh seller, pihak cs jg gak bisa apa2. Kena otomatis cancel... Refund dana sampe skrg gak balik2... Kapokkk...|1;;
186|SANGAT KECEWA|PELAYANAN SANGAT[inappropriate content removed]!!!! SANGAT KECEWA VERIFIKASI CREDIT CARD KURANG AMAN. KETAGIH SAMPAI 4x DGN JUMLAH DAN KODE YANG SAMA.|1;;
187|Olshop terburuk|2 x order sy di batalkan oleh sistem..yg 1 kosong yg ke 2 gak jelas..yg bikin emosi yg batalin sistem,tp pengembalian uang gak full.divpotong 10rb/transaksi.PENCURI BERKEDOK OLSHOP|1;;
194|nyesel|Beli HP dr tanggal 2 sampai skarang belum di kirim2 juga. Nyesel gue beli di situs ini cukup ini yang terakir deh|1;;
195|indikasi penipuan???|beli pulsa di m.blanja.com/item/jual-beli-voucher-pulsa-rp-25-000-baca-aturan-pembelian--13875218 dari tanggal 4 bulan 10 ampe sekarang gak dikirim2|1;;
196|mengecewakan|Belanja pakai voucher tukar poin telkomsel 800 poin untuk potongan 100rb. Pesanan dibatalkan tanpa alasan jelas. Voucher hangus tak dikembalikan. Buang poin telkomsel sia2. Sisa dana refund harus sering nanya, telpon email susah, g direspon. Hadewh|1;;
197|GUOBLOK|TRANSAKSI DIBATALKAN KARENA SAYA MEMBAYARKAN 2 BARANG TEMAN SAYA YANG SAMA , DAN REFUNDPUN LAMA DICHARGE SEBESAR 20RB GUOBLOK BENER BLANJA.COM NYESEL !|1;;
200|Hati-hati, yakin pasti sampai? yakin uang kembali?|Pesan Voucher Indomaret di Seller Voucher Center Tanggal 22 Desember, Per tanggal 29 desember ketika saya buka lagi akun blanja.com saya tercantum bahwa pesanan sudah dikirim dan sudah ada nomor resi dengan ekspedisi J&T tapi ngga bisa di tracking. 2 Januari saya buka kembali detail pesanan saya namun masih belum bisa ditracking. Buat cari kepastian saya kirim pesan ke seller tentang kejelasan voucher saya dan seller bilang kalau sudah mengirim semua paket tanggal 22 Desember. Tanggal 7 Januari saya buka lagi tracking pesanan dan sudah bisa dibuka tapi pengeriman nyasar dari alamat di jawa barat ke jawa tengah. per tanggal 8 januari saya hubungi seller lagi untuk minta refund dan sudah diiyakan oleh seller, lalu saya hubungi pihak belanja.com dan J&T namun sampai hari ini 13 januari masih belum ada kejelasan, masih saling lempar untuk tunggu kabar dari J&T dan Seller.|1;;
203|PARAH|Tidak ada customer service di blanja,com yang melayani. Email pun tidak dibalas, bagaikan SPAM/JUNK. Telpon tidak mau diangkat. Masih berani-kah anda berbelanja di situs blanja.com?|1;;
204|mengecewakan|saya order HP Mi4i, padan tanggal 8 september dan sampai saat ini barangnya belum juga sampai, saya sudah mengajukan refund, cuma baca2 dari temen2 di bawah refundnya juga susah duh gimana nih... parah banget2,maksa bgt ni mau buat e-comeers|1;;
205|Sangat buruk|Sy memang tergiur dg hrg miring yg ditwarkan di blanja.com, apalgi embel2 mitra ebay. Sya lngsung mlkaukan pembayaran untuk pemesanan xiomi 4i namun smpai seminggu belum ad konfirmasi apakah barang terkirim atau tidak. Berkali2 sy tanyakan ke cs namun janji dan janji saja. Tidak ad kejelasan, klo smpai tidak ad kejelasan, sy akan melaporkan ke polisi atas penipuan sprt ini. Buruk sekali pelannan, mitra telkom ini.|1;;
206|Semaunya dia sendiri|Saya sebagai seller. Terima pesanan dengan status terbayar, sebagai seller yg baik tentu pengiriman cepat adalah yg penting kan?? Tetapi di blanja.com malah jadi malapetaka. Saya sudah memproses, mengirim, dan menginput no.resi keesokan harinya. Sore hari di telp admin mengatakan bahwa pesanan dibatalkan oleh blanja.com sendiri..!!! Langsung saya hapus semua produk dr blanja.com.. bye bye blanja.com|1;;
208|worst online shop!!!!|Cuma beli voucher tapi 1 minggu belum dikirim tapi udah ada pemberitauan kalo voucher udah dikirim, kirim pesan buat seller nggak ada yang dibales. Minta bantuan email ke CS responya lemot banget. Padahal 2 hari 10 jam lagi akan dikonfirmasi otomatis la terus gimana dong?|1;;
213|Jam tangan Fashion Pria Chain Strap - Sudah 2 MInggu !!|walalupun versi lokal versi E-bay,jangan sekali belanja disini deh,sepertinya masih tahap pembenahan system dan customer services tidak kompeten dalam mengatasi permasalahan, Order jam tangan sudah 2 minggu belum sampai juga,sekali lagi Harga Murah bukan berarti Pelayanan jd lambat......|1;;
214|blanja.com koplak|penanganan tidak ada,mana barang yg diorder gk sampe2,,,,mau refund uang juga gk bisa2,,,,laporin aja nih ke polisi udah banyak yg korbannya|1;;
215|THE WORST!!!|Situs belanja online paling buruk seburuk buruknya situs belanja online lainnya. Beli hp bb niat buat nyokal tau2 dibatalkan begitu saja oleh pihak blanja.com. Refund jg dipotong 3% krn saya menggunakan pembayaran dgn kartu kredit. Yg belum pernah order di blanja.com, saya sarankan jgn pernah mencoba. Benar-benar ecommerce yang tdk profesional. Penipu dan perampok!!!|1;;
216|penuh bugs, loading lambat, sering membatalkan sepihak|penuh bugs, loading lambat, sering membatalkan sepihak karena dianggap reseller, padalah beli barang gak pernah lebih dari 5 (kebanyakan malah 1 item). Dana refund dipotong 3% untuk CC dan Rp 10.000 untuk metode pembayaran lainnya. Kapok pokoknya blanja di blanja,cin|1;;
221|mengerikan belanja disini|pelayanan lambat, pesanan dibatalkan secara sepihak dengan alasan trader atau reseller yang tidak jelas. dicharge back 3% pula kartu kredit saya. Ditanya bisa beli atau tidak, jawabnya disarankan tidak membeli barang promo / kupon diskon.|1;;
222|Blanja.com penipu|Saya dipaksa refund oleh blanja.com karena terdapat kesalahan dalam pengaturan harga product pada saat crazy deal 86%. Tanya ke seller katanya tidak ada email konfirmasi dari blanja.com. Kapok belanja di blanja.com|1;;
223|sangat mengecewakan|beli pulsa di blanja.com sudah 1/2bulan pulsa belum masuk, refund jg ditolak trus mau apply ulang tidak bisa di klik sepertinya sengaja laman untuk refundnya dibuat error, jd pembeli tdk bisa refund.|1;;
225|Yang ngebatalin siapa yang kena cas siapa|Saya pesan tas dengan vocher yg ada di banner blanja.com, kemudian transfee eh tiba2 dpt informasi bahwa sistem medeteksi saya reseler dan pesanan dibatalkan secara SEPIHAK oleh blanja.com. Parahnya pembatalan dan refund kena potong Rp. 10.000 apa2an barang dapet kaga duit kesedot iyah, bayangkan saja kalo 10 pembeli mengalami hal seperti saya. Pembantalan Rp.10.000. 10 org jadi 10x10.000 = 100.000/hari 30x100.000=3.000.000 12x3.000.000=36.000.000/thn. Itu contoh kecilnya, dengan asumsi 10 org pembeli jadi KORBANnya. Kalo seratus wAw|1;;
228|Poor online service|My order was not delivered and cancelled. Seller requested time extension to deliver my order with no reason. Long time ! Unqualified seller!|2;;
229|Worst to the max!!!!!!!!!!|Sy melakukan order di krezi kamis. Ketika semua order sudah di bayar. Dan salah satu seller sudah kirim barang. Tiba2 semua pesanan saya di batalkan. Dan seller yg sudah kirim barang tlp2 utk mengembalikan produknya. Lah kita beli aja kena ongkir situ maen suruh2 sy kirim balik, ongkirnya mana? Lalu seller tiba2 whatsapp suruh sy utk mentransfer 340rb. Sedangkan harga promo 89rb. Kl tdk promo jg sy tdk mau beli. Lalu dana refund sy jg blm masuk sama sekali|1;;
"230|Situs belanja terburuk yg pernah saya coba|""Nyesel gak cari2 review dulu tentang situs belanja ini. sampai akhirnya saya mengalami sendiri. dan satu lagi dua kali belanja disini dua kali juga kecewa. yang pertama penjual tak kunjung mengirim pesanan. yang kedua juga sama malah lebih parah produknya langsung diapus dari etalase. dan satu lagi, CS nya SANGAT BURUK email tidak ada yang dibalas. telepon tidak pernah diangkat live chat tidak pernah aktif dikirimi message berisi pertanyaan2 via FB jawabannya : """"baik akan kami proses silahkan ditunggu"""" LOL Ini akan jadi pengalaman terakhir saya dengan blanja.com""|1";;
231|Order Ga di Kirim|Saya belanja salah satu produk blanja.com dari tgl 24 agustus samapi 29 agustus ga da kejelasan pengiriman..., buat shobat pecinta olshop cari olshop yg lain aja, pilih lazada lbih baik...|1;;
232|GASAMPAI-sampai|order barang gasampe sampe, order dr tgl 17, telpon udah berkali kali dan di oper-oper, katanya sih jumat dikirim, tp gasampe sampe, gatau sistemnya gimana ah.|2;;
233|oke|Ke|2;;
234|It's a scam website|This website claims to be an ebay partner and owned by giant indonesian company, but actually it will stole your money, your order would never be sent to you and their costumer service are a dud. Don't expect to get any reply by email for your question,and their call center will never pickup your call.|1;;
235|barang ga ada, dana pelanggan dipotong. refund seabad!!|udah barangnya ga ada, dana saya disunat pula. udah gitu refund dana nyampe sebulan!! ini marketplace apa preman cyber???|1;;
236|I never buying|Because not very fast respon|2;;
238|E-Commerce penipuan no. 1 di indonesia (LEGAL)|no pemesanan [private info removed] (order tgl 14 apr 2016), paket tidak pernah diterima oleh semua penghuni rumah maupun tetangga rumah. cara sistem blanja.com cuma terima tombol konfirmasi dan tidak ada tombol komplein buat customer (saya rugi Rp 425.000,-. itu bukan uang yang kecil buat saya). sudah pernah komplein ke CS blanja.com tapi no respon/tidak di tanggapi. mau order sering di cancel sepihak karena alasan indikasi buat dijual lagi (blanja.com merampok keuntungan customer dengan mengenakan charge 3% untuk kartu kredit dan Rp 10.000,- tiap transaksi tanpa kartu kredit kalau blanja.com meng-cancel secara sepihak). intinya, selamat menikmati uang haramnya yah blanja.com. saya jamin 100%, tidak akan pernah menjadi e-commerce terbesar dan terpercaya di manapun (cara subsidi buat menjual barang murah kok pakai cara merampok uang customer lain yang dicancel. itu namanya bukan e-commerce profesional tapi maling kli, ada juga yah maling legal seperti ini). terima kasih aswin hendranata|1;;
239|blanja.com ol shop parah|saya order barang dr tgl. 19 agustus 2015 sampai sekarang gk sampai2.. saya hubungi penjual kata nya ada masalah intern antara si penjual dengan blanja.com menurut penjual banyak tunggakan blanja.com yang belum dibayar ke penjual..jadi penjual tidak mau kirim barang nya.. parah!!! tolong diselesaikan..karena barang saya gk bisa dikirim padahal saya sudah bayar...|1;;
240|Pengalaman beli online di Blanja.com sangat mengecewakan|Pada tanggal 8 Juli 2015 saya melakukan pembelian Xiaomi Mi4i dengan nomor pesanan [private info removed] dengan kartu kredit di merchant nya Cyber_Klik. Namun barang tak kunjung dikirim dan akhirnya saya contact merchantnya dan minta refund pada tanggal 10 Juli 2015 dan merchantnya menyetujui refund karena dia bilang sistem Blanja.com nya error sehingga tidak bisa proses pengiriman. Tanggal 11 Juli 2015 refund disetujui oleh merchant dan saya langsung melakukan penarikkan dana dari Blanja.com pada hari itu juga dan ternyata saya tunggu-tunggu dana saya tidak masuk2 dan akhirnya tagihan kartu kredit masuk dan ada tagihan dari Blanja.com dan sudah diproses cicilan. Tanggal 13 Juli 2015 saya melakukan koordinasi dengan pihak support Blanja.com sampai dengan hari ini untuk proses Refund saya namun sampai detik ini 29 Juli 2015 belum juga dana saya di refund. Awalnya support Blanja.com menjanjikan tanggal 27 Juli 2015 akan diproses karena ada libur lebaran, namun kenyataannya sampai saat ini belum juga ada refund. Saya sering belanja online namun baru kali ini saya ketemu tempat belanja online yang sangat mengecewakan dan ribet seperti Blanja.com. -Thomas M.-|1;;
244|BURUK!!!!!!!!!!!!!!!!!!!!|Baru pertama belanja di sini dan super kecewa. Niatnya mau beli pb xiaomi dgn harga murah. Habis bayar, liat stok pb masih 3 biji. Seminggu dianggurin, barang ga dikirim2, sms penjual (stevany dream city) ga pernah dibales pdhl log in tiap hari, livechat susahnya minta ampun. Akhirnya email ke CS dan you know whaaat??? STOK HABIS!!! Knp ga bilang di awal? Knp sms saya ga pernah direspon? Knp nunggu seminggu? itu pun setelah saya email dulu. Entah apa yg terjadi kalau saya diam. Katanya kepuasan pelanggan jd prioritas? Katanya penjual terpercaya? Katanya barang dijamin sampai? Apa jaminannya? Refund juga dipotong 3% utk kartu kredit dan 10rb utk kartu lain, itu pun ke akun virtual pdhl saya ga sudi belanja di sini lagi.|1;;
245|MARKETPLACE ABAL ABAL|online shop yang sangat tidak direkomendasikan untuk dijadikan tempat belanja. saya pesan smartphone xiaomi, tiga hari kemudian ada email notifikasi dari blanja.com kalau pesanan saya dibatalkan karena terindikasi trader. proses refund dari transaksi tanggal 22 juli 2016 hingga saat ini, belum masuk sama sekali ke virtual account saya. teman teman yang ingin coba cara belanja horror ala preman, silahkan coba blanja.com prosesnya lamban, bertele-tele, kalo refund sangat lama, ditambah lagi, dana akan disunat (walaupun yang batalin pesanan pihak blanja.com). blanja.com lebih tepat disebut CANCEL SHOP. karena ternyata ga cuma saya yang dapat pengalaman pahit. teman kantor dan tetangga saya juga sama aja nasibnya dengan saya.|1;;
247|Blanja.com Indikasi Penipuan|Saya sudah transfer beli hp 1,6 juta... setelah chating dengan customer servis.. awalnya baik2.. tapi setelah seminggu lebih barang tidak sampai dan komplain via email.. udah tidak ada respon.. termasuk ditelp juga.. trus gimana nih solusinya kawan? apa harus dilaporkan?|1;;
248|BURUK|belanja online paling BURUK, ga heran nilainya cuman 2!!! itu saja kebagusan, harusnya 0!!!!! [inappropriate content removed]aja belanjaan kita dibatalkan dianggap reseller tanpa adanya bukti, gw beli brg 1 doank KALE!!!! reseller belinya 100!!!! sungguh bodoh udah dibatalkan secara sepihak, tanpa bukti, yg bikin paling murka dikenakan charge 3% dr total belanjaan!!!!!!!!!!!! rampok!!!!!!! gw beli mobil di blanjacom (itu juga kalo ada) 150jt kena 3% kalo dibatalkan oleh blanjacom udah 4.5jt dimakan mereka.. sungguh website perampok!!!!! mungkin bisa dipertimbangkan utk mundur saja dr dunia online shop, nilai u cuman 2 woiii sadar!!!|1;;
