Sentence,Label
seller tidak jujurpengiriman super lama pdhl pesen gojek instant di hari pemesanan di info kalau ada suara marhaba hello krn ketekan pdhl seumur beli apple ga pernah ada kasus bs ketekan kalau belum dibuka sdh blg juga kalau saya ga mau barang yg ini karena menurut saya aneh katanya blm dibuka tp mana bs ada suara tiba muncul dr factorynya masa eh hari itu gak kunjung dikirim tp bilangnya udh dikirim nyatanya ditunggu smp batterynya habis baru dikirim keesokan harinya dipikir saya ga pernah beli barang apple kayanyaa� barang baru apple itu selalu dikasih batt minimal bgt  dr full ini ga bs nyala sama sekali hehe mau boongin saya yahh udh cukup beli sekali aja disini,negative
belum temu keluh,positive
saya butuh barang hubung jual chat and lah orang inappropriate content removed nungguin balas meending beli sa ri roti,negative
saya voucer beli hp voucer ribu kecewa informasi email informasi cs email kirim private info removed dengan tentu ikut laku khusus member tidak laku gabung promo id coupon id promo lain kecuali promo free shipping promo id  kali promo id  februari   maret  coba belanja informasi ikut maaf kode voucher laku pesan ini periksa syarat tentu voucher anda guna cs voucer laku jual https www blibli com promosi energeyes harus informasi sebut cantum pada tentu timbul asumsi lebih voucer sebut,negative
gak rekomendasi untuk beli disini ada masalah tapi seller ga jawab pesan tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab tapi sampai pesanan otomatis selesai belum juga ada balasan buat pelajaran aja buat yang lain beli barang kaya gacha kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker,negative
layan baik customernya bahan berkwalitas mutu,positive
never get dissapointed every time buying from mataharimall com,positive
kami tunggu promo produk lain,positive
no pesan  bayar tgl  agustus  preorder estimasi kirim tgl  agustus  tgl  agustus   hari status tunggu ambil kurir sementara beli online shop kalo  konfirmasi seller uang kembali kes biar blibli kurir seller lambat ini akan pasti beli ini pribadi kecewa ragu belanja blibli com,negative
belanja mudah macet an jalan harga murah banding mall kirim cepat bayar mudah,positive
baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh,negative
mahal,negative
saya benar puas banget belanja blibli karna kirim cepat packing jg rapi pokok blibli is the best deh,positive
puas dng layan cepat akurat,positive
gk di kirim uang gojek hilang dehhh,negative
langgan toped appresiasi kerja toped sama risih seller abal abal dari sisi beli fitur proses kirim seller x jam lebih cancel otomatis alam diskusi arti kirim  jam tunggu deadline toped jadi imbang jual deadline tokopedia beli pilih tidak jual cancel sanggup kirim x jam terima kasih,positive
luntur terus meski sdh bbrp kali d cuci,negative
pernah order aplikasi error kirim kantor bl minta tolong kirim alamat saya responnya laaaaaamaaaaaa  minggu ongkir bayar,negative
nyesel beli  kagak terang,negative
psen yg mix dikirimnya warna orange,negative
proses  pengirimannya cepat warna sesuai pesanan hitam doff tapi kenapa doffnya ada yg bocel�  jd nga sesuai ekspektasi deh,negative
lazada bangsat tipu proses refund udah  gk tanggap tiap ngomong cs suruh tunggu x jam nunggu gitu jawab tidak recomended,negative
desember  order dizalora jasa kirim jne rumah januari  order x jasa kirim rpx alamat rpx sms bilang ngajak tamu ngambil order kantor kampret,negative
kenapa sana terima padahal status kirim kirim atas nama suprapto hubung supir padahal sya gak supir gimana kalok begitu sya kecewa tolong kasih solusi,negative
yang selalu ubah baik yang ubah skedul,positive
kecewa banget belanja blanja com bayar dr tgl  nopember  ngak respon sekali di tel call centre ngk angkat bawa nama doang mitra ebay,negative
belanja blibli produk bagus murah n byk diskon thanks blibli com pokok the best bt blibli com,positive
banyak promonya,positive
kali kali order bbrp kali barang beli dtg sesuai pesan ntah awal beli pura ikhls kesini gak arah nya bukan solusi dapat malah buyer katan gak jelas udah brg dtg gak sesuai saya botol kaca ukur ml lagi kirim ml malah ngotot kalo photo bukti kirim benar dengan argumen brg kirim ratupot metland menteng benar ulas  urai sudut serta data pribadi no hp alamat post telah ulas  spam,negative
promonya gokil,positive
baca review bawah kog yg komplain yaa moga order tgl des order konfirmasi bayar sdh terima sdh sy dapat bayar kartu kredit dgn no pesan private info removed sd no resi status update tgl des tunggu ambil kurir yg barang kirim mohon follow up merchant brp no resi nya,negative
buset edian bener byk yg kecewa ama lazada masuk zaya yg seller bbrp bln jual tambahin produk aja susah banget utk tembus quality control nya cs slow rezpon hadeh parah tenan beda banget ama bukalapak saya pribadi lapak bukalapak dgn nama toko clash with proklamasi mau produk utk jual gak ribet lazada buyer aaya sgt puas dgn layan saya cs bukalapak sgt fast respon dgn tanggap saya mgkn krn feedback yg positif fast respon pribadi packing baik barang sesuai dgn yg jual sbenarnya ken banget jual lazada karna harga nya gak bantingan kayak tokopedia bukalapak kecewa bgt dgn sistem jual sbagai seller lazada kecewa seller buyer ug review saya kayak nya mundur ae wes babahno duit ku ilang gak byk lazada mgkn alih elevenia utk coba smoga elevenia gak ribet kayak lazada nama toko lazada clash with proklamasi biar aja liat situasi lazada uda baik blm,negative
pada tanggal  nov  tarik beli set alat komputer monitor cpu mouse keyboard nomor pesan private info removed pada tanggal  nov  pesan kirim jne cek monitor ada lapor telpon email customerservice blibli com pada tanggal  nov  monitor kirim alangkah kaget cek death pixel  garis monitor padahal box monitor cacat penyok pada tanggal  nov  barang kembali blibli com casemgmt  pada batal transaksi telpon customer service kembali biaya kirim blibli com janji doank blibli com hubung saya saya beli beli online shopping sibuk belanja offline merchant saya pilih blibli com efisien simpletapi percaya yg blibli com buah manis saya bolak telpon email customerservice blibli com dari barang kirim barang yg terima cacat jelas batal transaksi kembali uang jasa kirim jne ribu tidak inisiatif blibli com hubung saya nyata beli blibli com repot uras tenaga uang benar kecewa belanja blibli com,negative
share alam saja belum beli stok barang lalu livechat twitter telp dll jika ada langsung aja barang order dan selang jam resi kirim itu barang kirim sama moga sampai tuju lama tks blibli,positive
barang nya salah krim minta kampas rem di kasih oli gear hadeh kecewa lah,negative
gan kok ps nya baru kok udah mati sendiri tiba tiba tombol hijaunya tibatiba merah trus mati,negative
jauh kurang sekali perfect,positive
saya nyicil bayar pos indonesia bagaimana cicil bulan pos indonesia apa pos indonesia bayar kontan,positive
tolong dimensi barang box nya karena dimensi barang jual,positive
udah  minggu barang nya blm dateng juga,negative
barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,negative
barang bs murah dr toko offline tmbh ongkir nice price,positive
butuh perlu sepeda yg keren cuma bukalapak on line shop yg katrok,positive
pake otp sgala,negative
kali ini kecewa dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem gak bisa diminum mohon di pastikan tgl kadaluarsanya jujur kecewa banget,negative
tadi galau pilih blibli com toped tapi baca review semua wow ga download toped terima kasih yaa moga cepet selesai mending log out move belanja belah aja bukalapak blibli com bukalapak cs nya cepat tanggap loh,negative
ekspedisi pengiriman lama banget pas ngajuin komplain baru di kirim hadeh,negative
i want prize,positive
lain kali kalau belanja di timbang di rumah wkwkk ntar kayak gini percuma timbangan bagus tapi setelan di ubah,negative
jangan belanja bukalapak com anda belanja bukalapak com anda candu belanja online shop lain jamin  uang kembali bukadompet fitur lain so addicted,positive
klo tingkat kirim contoh pk go sen cepat,positive
yes it is the mall complete catalouge good stuf free delivery and competitive price,positive
proses ada barang lama order minggu jelas harus tanggal  batas estimasi barang terima ada juga proses konfirmasi bar x  jam banding toko online konfirmasi bayar sangat lamban kes profesional kali belanja sini,positive
jelek banget lakbannya sangat tipis dan terlalu lengket yg lengket malah  sisi yaitu bagian bawah dan atas jadinya sangat mengganggu karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok,negative
transaksi batal unggah bukti bayar turut bukti jelas coba pesan ulang uang lanjur transfer da tptal tagih belum konfirmasi bayar unggah bukti total tagih tambah aneh saya kirim inbox fb tokopedia suruh kirim no invoicenya unggah bukti namun lagi bukti bilang karna ngeblur turut padahal tulus baca sampaia tunggu karna tanggap kali kirim bukti,negative
banyak diskon beri tarik mantap,positive
paket dikirim kurang  hati aja yg beli disini memang murah tapi seller tidak respon banget tidak mau di komplain mending beli ke seller lain,negative
kecewa buyer,positive
bgaus,positive
layan muas,positive
sy salah pesan tiket sudah tiket terbang yg sama terbang  lagi sy aju refund tp  harga tiket  an refund  an kenapa,negative
order handphone tanggal  juli transfer via atm kirim gratis barang kirim jelas standard kirim       barang sampai kecewa udah  minggu nunggu barang,negative
banyak pilih jenis harga barang ada dompet bukalapak jamin transaksi,positive
user interface yg saji toped tarik ribet mudah guna masih bingung,negative
kurang bagus bahannya,negative
awal tawar pasar tradisional harga barang baik mall rada mahal alih bukalapak com mana banding harga lapak cari harga baik reputasi lapak baik proses transaksi jamin aman terkadang promo harga miring mudah bukalapak com depan ada promo voucher gratis ongkir potong harga moga bukalapak com sukses,positive
barang tinggal cari barang pesan bayar barang pes proses cepat mudah repot,positive
cari barang apa jd mudah krn ga bingung hrs nyari toko mana cek toko belah gampang saya usul pd bayar via ib menu bayar ecommerce market place mudah cepat banding pakai klikpay klikpay kendala kode otp sms telat nyampai kasus sy gara transaksi jd kadaluarsa pdhl lanjur transfer curhat d dan sempurna live chat payment support bukalapak tangan kadaluarsa cepat thank you bukalapak,positive
maennanya macet g bisa nutup mulutnyakecewa,negative
salah kirim bisa sih diselesaikan baikbaik tapi males aja,negative
baru dipakai x tidak sampai  menit penghisapnya mati total,negative
promo yang ditawarkan marketing s payah alibinya free gimmick hanya berlaku pada toko di wilayah tangerang sedangkan barang yang di tawarkan di toko tangerang tidak ada free gimmick tersebut tapi kenapa dicantumkan di toko cabang aneh sekali,negative
ga bagusga ada kuatnya lem apaan,negative
nunchuck nya ga berfungsimohon diperhatikan kembli barang yg dikirimkanagar pelanggan tdk kecewa,negative
satu pcs dipakai  jam panas satu lagi tidak bisa fast charging dibuang ke tong sampah langsung,negative
tdk dpt hadiah,negative
pesanan saya tdk dikirim tlg direspon,negative
belanja blibli com senang banyak pilih produk sistem bayar mudah customer belanja saya bantu cicil  kartu kredit blibli com terap syarat hny dg belanja rp    cart yg tdk jenis barang sdh bs fasilitas ini saat blibli com bekerjasama dg  bank terbit kartu kredit shg mudah mana olshop terap program cicil  bank tentu blibli com ada promo games hadiah voucher loyalty program kumpul poin shg voucher kupon tsb customer harga yg murah,positive
bahannya jelek baru pake sehari sdh rusak,negative
pada tanggal  desember  saya mmbeli hp zenfone  asus dengan nomer mesan  hp zenfone coba smuanya normal  bln kmudian signal hp tiba dadak hilang sdh coba restart restore hsilnya nihil kmudian bawa center asus phak servis center terima servis hp saya krn imei tera body hp tidaj masuk dftar dngan lain barang tersbut black market akhir sya coba servis ditmpat lain hasil nihil dg sngat kcewa hp nya masuk lemari barang museum dg penuh kecewa utk beli barang apa lazada nominal standar   jt barang black mrket sungguh sgt disayngkan moga korban slnjutnya,negative
kenapa belanja dikirm kota medan mohon jelas thanks,negative
cari dasar lokasi ribet posisi jogja olx lock nya surabaya cek via google map normal tdk cari iklan daerah saya kemarin sempet liat barang iklan ga tau no hp nya respon chat via olx nya lama suka old olx simple temu cari cepat akurat,negative
waktu sita kl sesuai tarif beli siiipppp top,positive
pesan  batal  hari kerja sen tanggal  mei  and tanggal  mei  pihak lazada batal pesan pihak klw batal engga awal pas proses transaksi kecewa layan kaya gin lazada tipu dehh,negative
