no|title|text|senti_value
346|Menyenangkan|Belanja di Blibli.com itu sangat menyenangkan. Banyaknya pilihan produk dan sistem pembayaran sangat memudahkan customer untuk belanja. Saya sangat terbantu dengan cicilan 0% dengan kartu kredit, apalagi Blibli.com menerapkan syarat hny dg pembelanjaan Rp 500.000,- dalam satu cart (yg artinya tdk hanya satu jenis barang) sdh bs menggunakan fasilitas ini. Saat ini Blibli.com telah bekerjasama dg 14 bank penerbit kartu kredit shg sangat memudahkan, dimana olshop lain menerapkan program cicilan 0% pada bank tertentu. Blibli.com juga sering mengadakan promo dan games berhadiah voucher serta loyalty program pengumpulan poin shg dengan menggunakan voucher atau kupon tsb customer bisa mendapatkan harga yg jauh lebih murah.|5
347|Blibli Hebat, Murah dan Bersahabat|Blibli dot com tempat belanja yang paling menyenangkan, karena aman, nyaman dan ketersediaan produk yang lengkap, harga yang bervariasi, metode pembayaran beragam, kualitas barang sangat terjamin, dan yang paling penting: BEBAS ONGKOS KIRIM, sehingga TIDAK ADA ALASAN untuk belanja ke toko online yang lain. Blibli memahama konsumen. Terimakasih Blibli...|5
348|Puas|Puas belanja di Blibli produk yg cacat atau tidak sesuai dengan keterangan spesifikasi bisa di retur trus gratis ongkir|5
349|Suka belanja di blibli apalagi free ongkirnya bikin nagih|Belanja di blibli sembako atau snack yang banded atau bendelan jatuhnya labih murah lho jadi pengen belanja lagi apalagi promo free ongkirnya jadi belanja ga perlu mikir biaya antar. Good job buat BLIBLI|5
350|Belanja online jadi mudah, cepat dan tepat berkat BLIBLI.COM|Awalnya kenal blibli dari teman kerja... Nyoba belanja pertama kali beli shampoo anak. Dan setelah transfer hari senin. Barang sampai hari selasa ke Jember. Cepet banget. Dan packingnya. Luar biasa cantik, aman dan rapi. Akhirnya ketagihan de belanja di BLIBLI.COM sampai selarang|5
351|Blibli mantap|barang cepat sampai, kualitas terjamin, service mantap|5
352|Situs Belanja Online Terpercaya|Belum pernah kecewa belanja di Blibli, barang original brand, banyak promo, dan yang terpenting TERPERCAYA.|5
354|Blibli is the best|saya mendapat barang yg sesuai saya inginkan dan dgn kondisi terpacking rapi. Thx blibli|4
355|mantap|onlineshop terbesar & manajemen terbaik di indonesia.|5
356|terbaik|saya sangat senang dengan blibli. pelayanan yang sangat memuaskan dan pengiriman gratis berapapun pembelian dan satu lagi nilai tambah yang tidak ditemukan di onlines store lain. ya itu pemberian point yang sangat berbeda dengan yang lain. point bisa digunakan untuk pembayaran produck dengan minimal belanja Rp.10.000 diatas nilai point. amazing. online strore terbaik di indonesia.|5
357|Bagus, cepat n pelayanan tanggap, tapi promo kurang siap|Pelayanan udah bagus, tpi sayang tiap ada promo kurang persiapan shg suka error, kayak php|5
358|memuaskan|pengalaman berbelanja memuaskan, pengiriman gratis dan pelayanan retur pengembaliannya juga jelas mantap pokoknya|5
361|cepat dan aman|Pengiriman yg cepat dan isi produk yg terjaga keamanannya.good job lah blibli.com|5
362|Murah Lengkap Originalitas Aman Rekommended|Murah dalam artian harga barang-barang yg diperdagang sangat murah apalagi kalau lagi ada program promo. Lengkap dlm artian barang-barang yg diperdagangkan sangat lengkap alias komplit. Originalitas dlm artian pihak Blibli menjamin keaslian setiap barang yg ditawarkan sehingga kita sebagai konsumen merasa nyaman. Aman dalam artian apapun transaksi kita akan dijamin oleh pihak Blibli, mulai dari saat pembayaran sampai barang tersebut diterima. Kami sudah beberapa kali bertransaksi di Blibli dan saya merasa puas atas pelayanannya, apabila ada masalah dan kita langsung komplain dan pihak Blibli langsung memberikan respon tanggapan yg cepat dan memuaskan. Dengan ulasan diatas secara keseluruhan saya merasa PUAS, AMAN dan NYAMAN berbelanja di Blibli. REKOMMENDED BANGET...|5
363|Toko online yang oke dan Mantap|Produknya bagus,lengkap dan banyak diskon nya. Pokoknya mantap lah, semoga jadi yang no.1 pilihan konsumen. (^ _ ^)|5
364|Cepat,aman dan sangat memuaskan|Pesanan diterima dgn baik. Packing aman,pakai kayu,respon cepat,pengiriman cepat,harga sangat bersaing,pokoknya sangat memuaskan. Terima kasih Blibli.|5
366|mantap pengiriman cepat|thanks blibli barang sudah diterima , pengiriman cepat dan yang penting diskonnya gede 70% mantap dah blibli.com|5
367|puas banget service nya oke|saya sangat puas sekali belanja di blibli.com, packing nya bagus karena dibungkus satu2 dengan plastik sehingga tidak bocor kemana mana bilamana terjadi kebocoran saat pengiriman, bau nya tdk bercampur dengan produk lain, dan yang bikin saya acung jempol cepat dan tepat pengirimannya. cepat karena begitu pembayaran di konfirmasi brg selang 1 hr sudah datang dan tepat karena kurir mengantarkan dengan tujuan yang pas,,,top deh buat blibi,,top buat surf|5
368|Sangar memuasakan dalam belanja|Nama : megaa purnasari Blibli.com adalah e comerce paling top, belanja menjadi lebih praktis dan nyaman. Banyak memberi promo dan vocher. Poko nya top bgt..|5
369|Puas dan menyenangkan|Selama saya berbelanja di blibli.com cuma menemukan sekali masalah,yaitu pada saat pembelian iphone setelah 2 minggu pemakaian iphone nya bermasalah,tp blibli.com sangat membantu dengan mengusahakan tapi karena waktu pengembalian barang sudah lewat waktu lagi2 blibli.com membantu memberikan nomor telpon penjual,setelah ketemu penjual dan menunggu selama dua minggu iphone nya diganti baru oleh penjual.blibli.com memang sangat bertanggung jawab karena sudah membantu dalam hal ini juga selektif dalam bekerja sama dengan sellernya..juga ga kalah luar biasanya,saya berkali2 mendapat bonus dan voucher dari blibli.com... Saran saya,ada beberapa pembelian dengan pengiriman agak lama sebaiknya bisa lebih dipercepat lagi. Terima kasih blibli.com..tetap bersahabat dengan pembeli..semoga semakin sukses.|5
370|Melindungi Keluarga|Sejak dahulu saya sudah pakai produk Dettol, tapi hanya sebatas sabun dettol. memang lebih tinggi harganya dibandingkan yang lainnya, tapi sebandinglah dengan kualitas produknya.. Apalagi saya selaku pengantin baru punya anak, harus jaga kebersihan sebelum menyentuh anak, Mulailah saya mencari produk, yang menunjang kesehatan dan kebersihan keluarga saya, yaitu Dettol Liquid Antiseptik Cair, mengingat fungsi cairan ini melindungi keluarga dari kuman penyakit, membantu melindungi tubuh dari infeksi (luka, lecet atau gigitan serangga), serta dapat membunuh 100 kuman penyebab penyakit (di air, perabot dapur dan cucian). Cukup oleskan saja dikedua tangan atau teteskan diair cuci tangan, kucek2 bersih deh. kebetulan diblibli tersedia dan belilah saya, pengirimannya cepat 2-3 hari sampai tujuan, meskipun hanya beli 1 pcs. tapi terpakai buat keluarga loh, senangnya bisa berbelanja tanpa perlu keluar rumah, cukup duduk manis dan goyang2 kaki.. xixiii.. terima kasih blibli, sudah memenuhi kebutuhan keluarga saya. suka sekali berbelanja diblibli, akan beli kembali. :D|5
371|Seruuu|Blibli sering ngadain promo yg surprise. Walaupun saya jarang daper. Tapi seru banget. Promo yang paling saya suka yaitu SAKUKU. Duh jadi kangen sama sakuku.. Ngadain lagi donkk.. ^^|5
372|Recomended|Barang ok.. cuma status pengambilan kurir nya sangat lama..|5
375|Bagus|Barang bagus, mudah digunakan|5
376|aman,nyaman,bahagia,mau belanja terus di blibli.com|terima kasih atas kenyamanan, keamanan, kebahagian saat berbelanja online di Blibli.com|5
377|Big deals|Suka belanja di blibli karena banyak sekali promo|5
378|puas dan cepat tanggap|selama saya berbelanja di blibli, saya selalu puas. pengiriman cepat dan sesuai dengan ekspetasi saya. jika terdapat masalah, blibli cepat menanggapi dan cepat memberi solusi. terima kasih Blibli|5
379|Puass|Saya senang sekali belanja diblibli. Walo kadang lama banget kadang nyampenya..apalagi freeong seru deh..makasih blibli|5
380|Barang Berkualitas & Gratis Ongkir|barang - barang di Blibli.com kualitas barangnya bagus karena merknya sudah terkenal. namun, untuk harganya terbilang mahal sehingga perlu lebih banyak lagi diskon-diskon. dan untuk proses pengiriman barangnya juga lama dan perlu ditingkatkan agar lebih baik lagi.|5
381|udah mau 5 hari order masi nunggu kuriruth|Blibli yg terhormat tolong jngn samkn kekecewan buat saya sama yg tlah terjdi pda orng2 yg kcwa atas blibli.com.. saya harap konfirmasi yg jls klu ada hal dn yg lain nya.. saya pesan tablet advan 8 inch vanboox w80 os windows 8.1.. no erder [private info removed]. Tolong di perhtikn jngn sampi terjdi kekecewaan, baik dalm pengiriman atupun isi barng yg dikirim, brang yg di pesan sngt di butuhkn buat kerja di lpangn mingu2 ini, sya tunggu kepercyaan nya..|4
383|Belanja aman , belanja nyaman|Sudah join blibli.com sejak juni 2014 , Belanja di blibli.com sangat enak dan mudah. promo yang banyak , harga bersaing dan yang paling asik di blibli.com itu free ongkir nya dan terdapat sistem poin disana yang dapat ditukarkan dengan voucher belanja..|5
384|Coklat terenak di dunia|Tiap dengar kata silverquenn uuih pasti yg kebayang langsung coklat yg lezat dipadu dengan kacang mede yg gurih dan renyah...kresss lumer deh dimulut. Cemilan enak nihh apalagi dimakan saat santai bareng temen atu keluarga, gak bosenin deeh. I looovee it,|5
385|IS THE BEST|Sangat memuaskan...sederhana menarik bermutu dan cepat. top deh blibli.|5
386|Puas belanja di blibli !|Beberapa kali blanja di blibli sangat memuaskan. Packaging yg rapi, live chat yg sangat membantu, mutu barang yg bagus, free ongkir, penerimaan pesanan sesuai estimasi dan yg membuat makin jth cinta sama blibli adalah VOUCHER nya yg mantap abiss! Moga2 ada lagi program 100% cashback nya ya! Good luck blibli.com, smoga makin jaya !|5
387|puass bangetttt|udh berapa Kali belanja di Blibli..mudah ..pengiriman cepat...packing rapihh..bisa cicilan 0% smpai 12 bulan juga lagi...pokoknya TOP bngett deh Blibli...|5
388|Cepat sampai|Cepat sampai barangx thanks blibli|5
390|APLIKASI YANG BERMANFAAT DAN MENGUNTUNGKAN|Aplikasi ini sangat bermanfaat ,dengan aplikasi ini (BLIBLI.COM) saya dengan mudah berbelanja di tempat kebutuhan rumah tangga saya.trims BLIBLI|4
391|zin_aurelita@yahoo.co.id|Pertama beli produk di blibli agak ragu. Dikarenakan ada beberapa toko online yg mengecewakan. Baik dari produk yang dijual maupun proses pengiriman. Tetapi aetelah beberapakali berbelanja di blibli, saya merasa puas dengan produk, pelayanan dan proses pengiriman. Bahkan ketika ada produk refund, puhak blibli merespon dengan cepat. Begitubpula ketika ada keterlambatan pengiriman. Bahkan ketika ada pesanan yang dibatalkan oleh produsen, blibli memberikan informasi dengan cepat.|5
392|belanja free ongkir|Yg paling saya sukai adalah fasilitas free ongkir dan poin rewards yg bisa ditukar dgn voucher belanja|5
393|Blibli belanja online yang dapat dipercaya|Sudah banyak order yang saya lakukan di Blibli, karena saya percaya Blibli dapat menyelesaikan order saya tanpa kendala. Hal ini sudah pernah saya alami dengan adanya pengiriman order yang tidak lengkap atau bermasalah dan Customer Care Blibli tanggap mengatasinya, sehingga berhasil diselesaikan dengan baik. Adanya sarana chat, selain telepon dan email membuat permasalahan lebih cepat teratasi. Promo-promo dan cara pembayaran yang beragam membuat Blibli menjadi tempat belanja online pertama yang saya lihat. Dari pengalaman itulah saya berani merekomendasikan Blibli ke teman-teman, yang pada akhirnya ada beberapa dari mereka menitip di orderkan. dan ada pula yang langsung order sendiri. Perbanyak ragam barang dan promo yang lebih menarik lagi Blibli. Terima kasih Blibli.|5
394|Belanja di Blibli lumayan bagus|Belanja di blibli lumayan bagus karena byk diskon dan promo2 nya tapi barang2nya agak kurang byk stoknya|4
395|Pengalaman RETUR Barang, Cukup Kecewa..uth|retur nomor [private info removed]. Selama ini saya belanja di blibli beberapa kali sangat puas. harga yg kompetitif, packing menurut saya blibli paling aman dan rapih dibanding onlineshop lain. pengiriman kadang cepet, kadang lama, tp masih selalu sesuai dengan estimasi waktu yg diberikan. hanya saja, pada pembelian kali ini, ada sedikit masalah, pada tablet yg saya beli, slot 1 SIM Card tidak bisa detect Kartu, sinyal tidak muncul. Saya coba live chat dengan CS blibli mengenai masalah yg saya alami. CS nya bilang nanti pihak blibli bkalan nelpon saya. 3 hari kemudian tepatnya 12 April 2016 saya ditelpon oleh CS blibli, menjelaskan proses retur. ditelepon juga CS nya bilang klo PROSES PENGECEKAN BARANG RETUR MEBUTUHKAN WAKTU 3 - 5 HARI KERJA. OK, malamnya saya langsung kirim barang saya yg akan diretur via JNE YES. saya cek di web JNE barang sudah diterima oleh pihak blibli pada RABU tgl 13 April 2016, pukul 11.30. beberapa kali saya menanyakan via live chat mengenai status barang retur saya. hari senin saya tanyakan via live chat, karena saya pikir hari senin sudah hari ke-5, CS dengan ramah menjelaskan, pengecekan membutuhkan 3 - 5 hari kerja dan hari itu baru hari ke-3, dan barang masih menunggu antrian untuk dicek. OK, disini salah pemahaman saya mengenai 5 hari memang beda dengan 5 hari kerja. hari ini, 20 April 2016 pukul 11.30 jika itungan saya tidak salah harus nya itu sudah 5 HARI KERJA. tp samapi saat ini saya belum dihubungi kembali oleh pihak blibli, baik lewat telpon ataupun email. saya coba hubungi lagi blibli via live chat. saya nanya lagi masalah barang retur saya.. nah lho, sdh 5 hari kerja, tp CS yg sekarang malah bilang butuh waktu 7 - 14 hari kerja.. yg bner yg mana ini?? knapa CS - CS sebelumnya bilang 3 - 5 hari kerja, yg skrg bilangnnya 7 - 14 hari kerja? apa mungkin karena sudah mepet waktu 5 hari kerja nya?? saya jawab kok beda2 info dari CS, CS malah nanya balik, info yg saya dapatkan sebelumnya bagaimana?? intinya saya KECEWA. barang dapet harga murah, tp retur ternyata lama.. Sorry nulis disini, sebagai bahan evaluasi saja untuk blibli. saya kasih bintang gak jelek2 amat. karena memang sebelum2nya puasa belanja di blibli. BINTANG 4, 1 bintang hilang karena sedikit kecewa dengan proses retur yg meleset waktu nya.|4
396|tujuan utama belanja online|untuk memenuhi kebutuhan kebutuhan yang memerlukan waktu banyak untuk memenuhinya biasannya saya memilih belanja online untuk mempermudahnya, situs belanja online yang paling pertama dan utama saya buka pastinya blibli.com. barang barangnya cukup lengkap, harga bersaing, free ongkir, apalagi barang yang dikirim langsung dari blibli.com, trusted, pasti original, tidak pernah kecewa sedikit saran utk kedepannya, saya pernah beberapa kali kecewa dengan seller lain, barang tidak sesuai spek, sering kali membuat saya ragu jika itu bukan dikirim langsung dari blibli.com, mungkin kedepannya pihak blibli.com bisa menindak tegas seller2 nakal yang memanfaatkan keadaan. overall, blibli.com sejauh ini the best buat saya. happy shopping ya di blibli.com ajaahh....|5
397|Kilat|Pesen hari ini besok sampai. Kilat banget kaaan pengirimannya. Terimakasihhh|5
398|Puas|Puas pengiriman cepat, aman|5
401|Puas|Puas bgt belanja di blibli apalagi ada promo klikpaybca beli beras 5kg hanya 16rb.. Senoga sering2 adain promonya yah|5
403|Good|kualitas product rata2 ok, 1 kali saya pernah kecewa dengan kualitas product, tapi saya malas untuk pengembalian product.|5
404|menyenangkan|belanja di blibli.com sangat menyenangkan...beberapa kali melakukan pembelian melalui blibli.com belum pernah sekalipun ada yang mengecewakan...ditambah dengan daily point reward yang membuat kami selalu ingin terus dan terus berbelanja...terimakasih blibli...|5
